,OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan
410,411,2025-02-21 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,2,414586,Bank Transfer,0.0,829172.0,2025-02
411,412,2025-06-14 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,2,1898492,Bank Transfer,0.0,3796984.0,2025-06
412,413,2025-02-18 15:24:43.861623,Laptop Gaming,Elektronik,Medan,2,23678376,Bank Transfer,0.0,47356752.0,2025-02
413,414,2025-05-21 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,2,931111,E-Wallet,0.0,1862222.0,2025-05
414,415,2025-01-10 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,2,942777,Credit Card,0.0,1885554.0,2025-01
415,416,2025-04-21 15:24:43.861623,Laptop Gaming,Elektronik,Medan,2,18133211,Bank Transfer,0.0,36266422.0,2025-04
416,417,2025-05-01 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,1,571033,E-Wallet,0.1,513929.7,2025-05
417,418,2025-04-13 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,3,1448993,Credit Card,0.0,4346979.0,2025-04
418,419,2025-06-04 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,2,1530392,Bank Transfer,0.0,3060784.0,2025-06
419,420,2025-05-24 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,3,575709,Credit Card,0.0,1727127.0,2025-05
420,421,2025-05-22 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,2,874023,Bank Transfer,0.0,1748046.0,2025-05
421,422,2025-04-27 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,2,1177611,E-Wallet,0.0,2355222.0,2025-04
422,423,2025-03-01 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,1,947936,Debit Card,0.0,947936.0,2025-03
423,424,2025-01-16 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,4,1143945,Debit Card,0.0,4575780.0,2025-01
424,425,2025-03-30 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,4,1390547,Credit Card,0.05,5284078.6,2025-03
425,426,2025-02-24 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,1,418658,E-Wallet,0.1,376792.2,2025-02
426,427,2025-03-28 15:24:43.861623,Smartphone,Elektronik,Makassar,3,3021253,Debit Card,0.1,8157383.100000001,2025-03
427,428,2025-04-24 15:24:43.861623,Laptop Gaming,Elektronik,Medan,4,18603110,Bank Transfer,0.05,70691818.0,2025-04
428,429,2025-02-28 15:24:43.861623,Laptop Gaming,Elektronik,Medan,1,17276787,Debit Card,0.0,17276787.0,2025-02
429,430,2025-01-20 15:24:43.861623,Smartphone,Elektronik,Surabaya,1,10690840,Credit Card,0.1,9621756.0,2025-01
430,431,2025-05-04 15:24:43.861623,Smartphone,Elektronik,Jakarta,4,9501553,Credit Card,0.1,34205590.800000004,2025-05
431,432,2025-05-14 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,3,1028138,E-Wallet,0.0,3084414.0,2025-05
432,433,2025-05-17 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,1,24338770,Credit Card,0.05,23121831.5,2025-05
433,434,2025-05-06 15:24:43.861623,Smartwatch,Aksesoris,Medan,2,1974634,Debit Card,0.0,3949268.0,2025-05
434,435,2025-02-24 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,3,17755063,Debit Card,0.1,47938670.1,2025-02
435,436,2025-04-29 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,3,1258379,Debit Card,0.15,3208866.4499999997,2025-04
436,437,2024-12-29 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,4,1628807,Debit Card,0.0,6515228.0,2024-12
437,438,2025-01-31 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,422775,E-Wallet,0.1,1521990.0,2025-01
438,439,2025-04-03 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,2,1369211,Bank Transfer,0.05,2601500.9,2025-04
439,440,2025-05-03 15:24:43.861623,Laptop Gaming,Elektronik,Medan,1,22601748,Bank Transfer,0.15,19211485.8,2025-05
440,441,2025-04-25 15:24:43.861623,Monitor Curved,Periferal,Jakarta,4,6463158,E-Wallet,0.0,25852632.0,2025-04
441,442,2025-02-14 15:24:43.861623,Smartphone,Elektronik,Medan,4,11803208,Credit Card,0.1,42491548.800000004,2025-02
442,443,2025-03-27 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,3,571918,Bank Transfer,0.0,1715754.0,2025-03
443,444,2025-04-24 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,19413359,Credit Card,0.0,77653436.0,2025-04
444,445,2025-05-06 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,1034417,Bank Transfer,0.0,4137668.0,2025-05
445,446,2025-01-13 15:24:43.861623,Monitor Curved,Periferal,Jakarta,4,3448763,Credit Card,0.15,11725794.2,2025-01
446,447,2025-03-07 15:24:43.861623,Smartphone,Elektronik,Medan,4,5519507,E-Wallet,0.1,19870225.2,2025-03
447,448,2025-01-19 15:24:43.861623,Laptop Gaming,Elektronik,Medan,3,16256715,Debit Card,0.1,43893130.5,2025-01
448,449,2025-03-31 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,2,23468865,Credit Card,0.1,42243957.0,2025-03
449,450,2025-03-14 15:24:43.861623,Smartphone,Elektronik,Surabaya,2,4526534,Debit Card,0.0,9053068.0,2025-03
450,451,2025-05-31 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,1,1124143,Credit Card,0.0,1124143.0,2025-05
451,452,2025-05-21 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,22346562,Credit Card,0.0,89386248.0,2025-05
452,453,2025-06-25 15:24:43.861623,Smartphone,Elektronik,Jakarta,3,6802986,Credit Card,0.0,20408958.0,2025-06
453,454,2025-03-24 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,1,15371616,Credit Card,0.0,15371616.0,2025-03
454,455,2025-01-26 15:24:43.861623,Monitor Curved,Periferal,Medan,1,3960155,Credit Card,0.0,3960155.0,2025-01
455,456,2025-03-07 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,2,24163766,Debit Card,0.0,48327532.0,2025-03
456,457,2025-02-13 15:24:43.861623,Smartphone,Elektronik,Medan,3,5710527,Credit Card,0.0,17131581.0,2025-02
457,458,2025-04-01 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,16768967,Debit Card,0.0,50306901.0,2025-04
458,459,2025-05-21 15:24:43.861623,Smartphone,Elektronik,Surabaya,3,11370043,E-Wallet,0.0,34110129.0,2025-05
459,460,2025-06-22 15:24:43.861623,Monitor Curved,Periferal,Medan,2,2279215,Bank Transfer,0.15,3874665.5,2025-06
460,461,2025-03-23 15:24:43.861623,Smartphone,Elektronik,Denpasar,2,5843236,Credit Card,0.05,11102148.4,2025-03
461,462,2025-02-05 15:24:43.861623,Laptop Gaming,Elektronik,Medan,2,22379933,Bank Transfer,0.15,38045886.1,2025-02
462,463,2025-04-07 15:24:43.861623,Monitor Curved,Periferal,Jakarta,2,2273349,Debit Card,0.0,4546698.0,2025-04
463,464,2025-01-30 15:24:43.861623,Monitor Curved,Periferal,Jakarta,2,6118893,E-Wallet,0.0,12237786.0,2025-01
464,465,2025-04-08 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,21153973,E-Wallet,0.05,80385097.39999999,2025-04
465,466,2025-01-20 15:24:43.861623,Monitor Curved,Periferal,Jakarta,4,3960584,E-Wallet,0.0,15842336.0,2025-01
466,467,2025-01-07 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,3,1791405,Bank Transfer,0.0,5374215.0,2025-01
467,468,2025-03-07 15:24:43.861623,Laptop Gaming,Elektronik,Medan,1,24804815,Debit Card,0.0,24804815.0,2025-03
468,469,2025-04-07 15:24:43.861623,Monitor Curved,Periferal,Medan,3,2578688,Credit Card,0.0,7736064.0,2025-04
469,470,2025-01-31 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,1,731852,Credit Card,0.0,731852.0,2025-01
470,471,2025-06-26 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,2,1260374,Debit Card,0.0,2520748.0,2025-06
471,472,2025-05-15 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,20755892,Bank Transfer,0.05,19718097.4,2025-05
472,473,2025-05-24 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,3,22983372,Credit Card,0.0,68950116.0,2025-05
473,474,2025-04-03 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,3,1505057,Debit Card,0.0,4515171.0,2025-04
474,475,2024-12-29 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,1,433691,Credit Card,0.1,390321.9,2024-12
475,476,2025-03-07 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,4,1094341,E-Wallet,0.0,4377364.0,2025-03
476,477,2025-01-01 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,10337694,Credit Card,0.0,20675388.0,2025-01
477,478,2025-01-13 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,2,1232726,Bank Transfer,0.1,2218906.8000000003,2025-01
478,479,2025-01-21 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,3,1096184,Debit Card,0.0,3288552.0,2025-01
479,480,2025-03-18 15:24:43.861623,Smartphone,Elektronik,Jakarta,4,3239968,Bank Transfer,0.0,12959872.0,2025-03
480,481,2024-12-30 15:24:43.861623,Laptop Gaming,Elektronik,Medan,1,23677571,Debit Card,0.0,23677571.0,2024-12
481,482,2025-05-05 15:24:43.861623,Monitor Curved,Periferal,Medan,2,4592536,E-Wallet,0.0,9185072.0,2025-05
482,483,2025-06-06 15:24:43.861623,Smartphone,Elektronik,Makassar,4,8504381,Debit Card,0.0,34017524.0,2025-06
483,484,2025-03-22 15:24:43.861623,Monitor Curved,Periferal,Denpasar,2,2519165,Credit Card,0.1,4534497.0,2025-03
484,485,2025-05-29 15:24:43.861623,Smartphone,Elektronik,Jakarta,4,7414084,Credit Card,0.0,29656336.0,2025-05
485,486,2025-05-17 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,18440866,E-Wallet,0.0,73763464.0,2025-05
486,487,2025-06-24 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,18878363,Debit Card,0.0,56635089.0,2025-06
487,488,2025-06-09 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,2,1446332,E-Wallet,0.0,2892664.0,2025-06
488,489,2025-05-01 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,1,842632,Credit Card,0.05,800500.3999999999,2025-05
489,490,2025-01-30 15:24:43.861623,Laptop Gaming,Elektronik,Medan,3,16027557,Bank Transfer,0.0,48082671.0,2025-01
490,491,2025-06-07 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,3,1544241,E-Wallet,0.0,4632723.0,2025-06
491,492,2025-06-25 15:24:43.861623,Headphone Wireless,Aksesoris,Denpasar,1,1470808,Bank Transfer,0.0,1470808.0,2025-06
492,493,2025-06-17 15:24:43.861623,Monitor Curved,Periferal,Denpasar,3,3996170,Bank Transfer,0.0,11988510.0,2025-06
493,494,2025-04-08 15:24:43.861623,Smartphone,Elektronik,Medan,4,8688238,Debit Card,0.0,34752952.0,2025-04
494,495,2025-01-09 15:24:43.861623,Monitor Curved,Periferal,Jakarta,4,7485931,E-Wallet,0.1,26949351.6,2025-01
495,496,2025-03-05 15:24:43.861623,Monitor Curved,Periferal,Makassar,2,3206123,Bank Transfer,0.0,6412246.0,2025-03
496,497,2025-03-03 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,9703560,Bank Transfer,0.0,19407120.0,2025-03
497,498,2025-06-07 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,16785559,Debit Card,0.0,16785559.0,2025-06
498,499,2025-06-14 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,2,708449,Debit Card,0.05,1346053.0999999999,2025-06
499,500,2025-03-12 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,4,933634,Credit Card,0.0,3734536.0,2025-03
500,501,2025-02-09 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,18932747,Bank Transfer,0.05,17986109.65,2025-02
501,502,2025-02-10 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,1761339,Credit Card,0.05,1673272.0499999998,2025-02
502,503,2025-01-26 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,2,590237,Bank Transfer,0.1,1062426.6,2025-01
503,504,2025-05-18 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,1256047,Credit Card,0.0,5024188.0,2025-05
504,505,2025-01-09 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,1,829332,Debit Card,0.0,829332.0,2025-01
505,506,2025-04-02 15:24:43.861623,Monitor Curved,Periferal,Jakarta,4,7334233,E-Wallet,0.1,26403238.8,2025-04
506,507,2025-02-12 15:24:43.861623,Smartphone,Elektronik,Makassar,4,4406368,Debit Card,0.15,14981651.2,2025-02
507,508,2025-05-07 15:24:43.861623,Smartphone,Elektronik,Makassar,4,9841300,Credit Card,0.1,35428680.0,2025-05
508,509,2025-02-01 15:24:43.861623,Smartphone,Elektronik,Surabaya,2,8785267,Credit Card,0.0,17570534.0,2025-02
509,510,2025-03-19 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,3,1071233,E-Wallet,0.0,3213699.0,2025-03
510,511,2025-03-28 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,3,1924744,Bank Transfer,0.0,5774232.0,2025-03
511,512,2025-01-05 15:24:43.861623,Smartphone,Elektronik,Denpasar,1,8970226,Credit Card,0.05,8521714.7,2025-01
512,513,2025-03-31 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,4,1068590,Credit Card,0.0,4274360.0,2025-03
513,514,2025-05-31 15:24:43.861623,Smartwatch,Aksesoris,Denpasar,2,2831018,Credit Card,0.0,5662036.0,2025-05
514,515,2025-03-28 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,1453976,E-Wallet,0.1,5234313.600000001,2025-03
515,516,2025-06-08 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,4,735071,Debit Card,0.0,2940284.0,2025-06
516,517,2025-04-22 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,2,1486064,Credit Card,0.1,2674915.2,2025-04
517,518,2025-04-12 15:24:43.861623,Laptop Gaming,Elektronik,Medan,3,21888260,E-Wallet,0.0,65664780.0,2025-04
518,519,2025-05-12 15:24:43.861623,Smartphone,Elektronik,Denpasar,4,9478443,Credit Card,0.0,37913772.0,2025-05
519,520,2025-02-24 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,4,15294746,Bank Transfer,0.0,61178984.0,2025-02
520,521,2025-04-21 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,3,20710754,E-Wallet,0.05,59025648.9,2025-04
521,522,2025-03-13 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,2,458588,Credit Card,0.0,917176.0,2025-03
522,523,2025-06-03 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,423950,E-Wallet,0.0,423950.0,2025-06
523,524,2025-04-27 15:24:43.861623,Laptop Gaming,Elektronik,Medan,3,16153224,Credit Card,0.15,41190721.199999996,2025-04
524,525,2025-06-10 15:24:43.861623,Monitor Curved,Periferal,Jakarta,1,6232851,Debit Card,0.0,6232851.0,2025-06
525,526,2025-01-18 15:24:43.861623,Smartphone,Elektronik,Surabaya,1,5650235,Credit Card,0.0,5650235.0,2025-01
526,527,2025-06-10 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,3,586368,E-Wallet,0.0,1759104.0,2025-06
527,528,2025-05-15 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,945735,Bank Transfer,0.0,3782940.0,2025-05
528,529,2025-04-08 15:24:43.861623,Laptop Gaming,Elektronik,Medan,1,23299350,Bank Transfer,0.05,22134382.5,2025-04
529,530,2025-05-29 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,506402,Bank Transfer,0.0,506402.0,2025-05
530,531,2025-06-23 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,19020120,Credit Card,0.0,38040240.0,2025-06
531,532,2025-04-06 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,1149710,Debit Card,0.0,4598840.0,2025-04
532,533,2025-02-02 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,812782,Credit Card,0.05,772142.8999999999,2025-02
533,534,2025-04-03 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,10331006,Bank Transfer,0.0,20662012.0,2025-04
534,535,2025-05-29 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,4,927220,E-Wallet,0.0,3708880.0,2025-05
535,536,2025-05-28 15:24:43.861623,Smartphone,Elektronik,Denpasar,3,11329442,Bank Transfer,0.0,33988326.0,2025-05
536,537,2025-02-03 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,3,21169912,E-Wallet,0.0,63509736.0,2025-02
537,538,2025-01-09 15:24:43.861623,Smartwatch,Aksesoris,Makassar,2,1711316,Debit Card,0.0,3422632.0,2025-01
538,539,2025-04-20 15:24:43.861623,Smartphone,Elektronik,Makassar,3,11831924,E-Wallet,0.0,35495772.0,2025-04
539,540,2025-01-10 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,1,775595,Credit Card,0.1,698035.5,2025-01
540,541,2025-01-20 15:24:43.861623,Smartphone,Elektronik,Jakarta,4,4888806,Credit Card,0.0,19555224.0,2025-01
541,542,2025-04-06 15:24:43.861623,Keyboard Mekanik,Periferal,Denpasar,1,1547272,Credit Card,0.1,1392544.8,2025-04
542,543,2025-04-12 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,1,17148091,E-Wallet,0.15,14575877.35,2025-04
543,544,2025-01-27 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,3,441521,Credit Card,0.0,1324563.0,2025-01
544,545,2025-01-14 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2323154,Credit Card,0.0,2323154.0,2025-01
545,546,2025-04-20 15:24:43.861623,Smartphone,Elektronik,Surabaya,3,7058848,Credit Card,0.0,21176544.0,2025-04
546,547,2025-02-28 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,4,1273093,Debit Card,0.05,4837753.399999999,2025-02
547,548,2025-03-22 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,4,1509178,E-Wallet,0.0,6036712.0,2025-03
548,549,2025-04-19 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,1,1283098,E-Wallet,0.0,1283098.0,2025-04
549,550,2025-03-24 15:24:43.861623,Monitor Curved,Periferal,Makassar,2,6670817,Bank Transfer,0.0,13341634.0,2025-03
550,551,2025-05-18 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,3,1594871,E-Wallet,0.1,4306151.7,2025-05
551,552,2025-01-16 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,3,865453,Debit Card,0.05,2466541.05,2025-01
552,553,2025-06-23 15:24:43.861623,Smartwatch,Aksesoris,Makassar,1,2406533,E-Wallet,0.0,2406533.0,2025-06
553,554,2025-04-07 15:24:43.861623,Smartwatch,Aksesoris,Makassar,3,1421037,Debit Card,0.05,4049955.4499999997,2025-04
554,555,2025-05-17 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,20507683,Debit Card,0.0,61523049.0,2025-05
555,556,2025-05-24 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,21417954,E-Wallet,0.0,42835908.0,2025-05
556,557,2025-03-14 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,2,1002098,Bank Transfer,0.1,1803776.4000000001,2025-03
557,558,2025-01-06 15:24:43.861623,Laptop Gaming,Elektronik,Denpasar,1,16021469,Credit Card,0.0,16021469.0,2025-01
558,559,2025-01-25 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,2,764894,Credit Card,0.0,1529788.0,2025-01
559,560,2025-05-05 15:24:43.861623,Smartphone,Elektronik,Surabaya,1,8779277,E-Wallet,0.0,8779277.0,2025-05
560,561,2025-02-18 15:24:43.861623,Smartphone,Elektronik,Surabaya,4,5892371,E-Wallet,0.1,21212535.6,2025-02
561,562,2025-03-21 15:24:43.861623,Monitor Curved,Periferal,Medan,1,3812336,Debit Card,0.05,3621719.1999999997,2025-03
562,563,2025-04-18 15:24:43.861623,Keyboard Mekanik,Periferal,Surabaya,4,539544,E-Wallet,0.05,2050267.2,2025-04
563,564,2025-05-21 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,1,21970199,Debit Card,0.05,20871689.05,2025-05
564,565,2025-04-24 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,3,763001,Bank Transfer,0.0,2289003.0,2025-04
565,566,2025-03-07 15:24:43.861623,Keyboard Mekanik,Periferal,Makassar,2,1483094,E-Wallet,0.0,2966188.0,2025-03
566,567,2025-04-06 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,4,17822136,Credit Card,0.0,71288544.0,2025-04
567,568,2025-05-17 15:24:43.861623,Monitor Curved,Periferal,Jakarta,1,7165138,Credit Card,0.0,7165138.0,2025-05
568,569,2025-01-22 15:24:43.861623,Smartphone,Elektronik,Denpasar,2,3515693,E-Wallet,0.0,7031386.0,2025-01
569,570,2025-06-26 15:24:43.861623,Smartphone,Elektronik,Surabaya,1,5636722,Debit Card,0.1,5073049.8,2025-06
570,571,2025-04-30 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,2,1926658,Credit Card,0.0,3853316.0,2025-04
571,572,2025-02-19 15:24:43.861623,Smartphone,Elektronik,Makassar,2,3239017,Debit Card,0.0,6478034.0,2025-02
572,573,2025-05-28 15:24:43.861623,Smartwatch,Aksesoris,Makassar,1,1114994,E-Wallet,0.0,1114994.0,2025-05
573,574,2025-05-21 15:24:43.861623,Monitor Curved,Periferal,Denpasar,4,2941768,E-Wallet,0.0,11767072.0,2025-05
574,575,2025-02-23 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,4,20712044,Credit Card,0.1,74563358.4,2025-02
575,576,2025-02-05 15:24:43.861623,Smartwatch,Aksesoris,Makassar,3,1776941,E-Wallet,0.0,5330823.0,2025-02
576,577,2025-04-16 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,2,865982,Bank Transfer,0.0,1731964.0,2025-04
577,578,2025-02-08 15:24:43.861623,Laptop Gaming,Elektronik,Medan,3,17538568,Bank Transfer,0.05,49984918.8,2025-02
578,579,2025-06-13 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,3,673146,Credit Card,0.0,2019438.0,2025-06
579,580,2025-05-19 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,1464795,Bank Transfer,0.0,1464795.0,2025-05
580,581,2025-04-29 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,1,2089330,Debit Card,0.0,2089330.0,2025-04
581,582,2025-05-10 15:24:43.861623,Smartwatch,Aksesoris,Makassar,1,1884141,Credit Card,0.0,1884141.0,2025-05
582,583,2025-06-09 15:24:43.861623,Smartphone,Elektronik,Jakarta,2,5409381,Credit Card,0.15,9195947.7,2025-06
583,584,2025-03-13 15:24:43.861623,Keyboard Mekanik,Periferal,Jakarta,1,958516,Debit Card,0.05,910590.2,2025-03
584,585,2025-05-23 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,1,1135036,Bank Transfer,0.0,1135036.0,2025-05
585,586,2025-03-14 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,2,1666920,Bank Transfer,0.1,3000456.0,2025-03
586,587,2025-01-06 15:24:43.861623,Monitor Curved,Periferal,Makassar,2,4943295,Bank Transfer,0.0,9886590.0,2025-01
587,588,2025-03-12 15:24:43.861623,Smartwatch,Aksesoris,Surabaya,4,777175,Credit Card,0.0,3108700.0,2025-03
588,589,2025-05-22 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,1,888595,Credit Card,0.0,888595.0,2025-05
589,590,2025-01-04 15:24:43.861623,Smartwatch,Aksesoris,Makassar,1,2778808,Bank Transfer,0.0,2778808.0,2025-01
590,591,2025-06-20 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,1,1214634,E-Wallet,0.0,1214634.0,2025-06
591,592,2025-05-18 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,4,395028,Bank Transfer,0.05,1501106.4,2025-05
592,593,2025-06-14 15:24:43.861623,Monitor Curved,Periferal,Medan,1,3558242,Debit Card,0.1,3202417.8000000003,2025-06
593,594,2025-06-16 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,4,1490888,Credit Card,0.0,5963552.0,2025-06
594,595,2025-05-14 15:24:43.861623,Laptop Gaming,Elektronik,Medan,3,19319453,Debit Card,0.0,57958359.0,2025-05
595,596,2025-06-24 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,4,19948008,Debit Card,0.0,79792032.0,2025-06
596,597,2025-01-24 15:24:43.861623,Smartphone,Elektronik,Makassar,3,8445315,Credit Card,0.0,25335945.0,2025-01
597,598,2025-04-29 15:24:43.861623,Smartwatch,Aksesoris,Makassar,1,863834,E-Wallet,0.0,863834.0,2025-04
598,599,2025-01-02 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,3,570403,Bank Transfer,0.0,1711209.0,2025-01
599,600,2025-01-26 15:24:43.861623,Smartwatch,Aksesoris,Jakarta,4,1929787,Debit Card,0.1,6947233.2,2025-01
600,601,2025-06-11 15:24:43.861623,Headphone Wireless,Aksesoris,Makassar,2,1215207,Credit Card,0.0,2430414.0,2025-06
601,602,2025-06-12 15:24:43.861623,Smartwatch,Aksesoris,Medan,3,2025569,Debit Card,0.0,6076707.0,2025-06
602,603,2025-03-21 15:24:43.861623,Smartphone,Elektronik,Medan,3,5414165,Bank Transfer,0.0,16242495.0,2025-03
603,604,2025-05-13 15:24:43.861623,Headphone Wireless,Aksesoris,Surabaya,1,1213320,E-Wallet,0.0,1213320.0,2025-05
604,605,2025-04-16 15:24:43.861623,Smartwatch,Aksesoris,Makassar,4,1557342,E-Wallet,0.0,6229368.0,2025-04
605,606,2025-03-03 15:24:43.861623,Keyboard Mekanik,Periferal,Medan,3,1928502,E-Wallet,0.05,5496230.7,2025-03
606,607,2025-03-24 15:24:43.861623,Smartphone,Elektronik,Jakarta,3,3285711,Credit Card,0.0,9857133.0,2025-03
607,608,2025-05-22 15:24:43.861623,Laptop Gaming,Elektronik,Surabaya,3,20278172,Credit Card,0.05,57792790.199999996,2025-05
608,609,2025-03-09 15:24:43.861623,Laptop Gaming,Elektronik,Makassar,3,24511997,E-Wallet,0.0,73535991.0,2025-03
609,610,2025-02-11 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,2,21912880,Bank Transfer,0.0,43825760.0,2025-02
610,611,2025-05-09 15:24:43.861623,Smartwatch,Aksesoris,Denpasar,4,1275919,Bank Transfer,0.0,5103676.0,2025-05
611,612,2025-02-02 15:24:43.861623,Smartphone,Elektronik,Medan,1,6331106,Credit Card,0.1,5697995.4,2025-02
612,613,2025-03-08 15:24:43.861623,Headphone Wireless,Aksesoris,Medan,1,1152746,E-Wallet,0.0,1152746.0,2025-03
613,614,2025-06-05 15:24:43.861623,Headphone Wireless,Aksesoris,Jakarta,2,722381,Bank Transfer,0.05,1372523.9,2025-06
614,615,2025-01-16 15:24:43.861623,Laptop Gaming,Elektronik,Jakarta,4,15976433,Bank Transfer,0.0,63905732.0,2025-01
615,616,2025-04-15 15:24:43.861623,Smartphone,Elektronik,Denpasar,3,11222462,Bank Transfer,0.05,31984016.7,2025-04
